,label,sentence
2132,joy,When I received my TE Score and my acceptance from University - á it had been a goal since I left the bank a year earlier.
2668,guilt,I had thrown with the ashtray a still lighted cigarette in the á plastic wastepaper basket. It had burnt out and my landlords made á me a row that I might had set their flat on fire.
7326,anger,I had planned to study for my mid-term exams on a certain day and  á my room-mate called me to ask me to go out for a stroll.  I tried á to make an excuse so as not to go out but she refused to listen á to me and insisted that I go out with her.  I find it unnecessary  á to talk to her anymore.á 
3251,shame,"When my natural parents name would show up on papers and not my, á what I call real name."
2212,joy,Winning Queensland Chess Championship.
3553,shame,I saw a terrible accident happen and I laughed a lot of the á fright and because I was nervous.
7086,disgust,Saw an arrogant girl walking pass by.
3598,fear,"When I was a child, one day, I was going home late at night and I á did not notice an uncovered man hole and fell in it.  I was in there for á several minutes."
3636,joy,"Unofficially I was informed about my results of the final á examination of the secondary school. A teacher wrote them up for á me. When I went outside, I started crying with joy."
1010,disgust,"At my grandmother's detestable and selfish conduct towards my á elder sister, although her behavior was due to senility and lack of á understanding."
6777,shame,I was really shameful when my mother beat me in the presence of á my friends because I didn't cook lunch up until 2 o'clock.
2976,disgust,"The behaviour of a colleague of mine, which doesn't correspond to á my norms of behaviour."
5591,joy,Going to Chico to visit a friend.
5462,guilt,Thinking about other things in a lecture.
2122,joy,On holidays - just driving along a road beautiful scenery. Just á with my boyfriend - not really talking but just feeling á overwhelmed.
198,anger,"[ I sometimes quarrel with my mother because she blames me, á though I have not in any way been connected to some events.]"
5654,joy,Yesterday when I received a B on a history midterm. I felt á overjoyed after having received C's previously.
3004,disgust,"I met three drunk boys, almost children, they didn't look like á normal people."
3798,guilt,I beat up a female friend after I heard the defamatory stories that á she had been telling.  I was later called to explain my á behaviour.
346,shame,When I was caught stealing money from my father.
5630,disgust,When I found out the CIA was mining Nicaraguan harbors.
969,shame,"When I lied to my girlfriend, telling her that I had passed an á exam, when I actually did not even take it."
17,sadness,When I think about the short time that we live and relate it to á the periods of my life when I think that I did not use this á short time.
4328,joy,"At a party, on New Year's Eve, I met on old friend whom I had not á seen for some time"
4411,joy,When I received some good news : I obtained an amount of money I á needed to buy something I had been planning to buy.
3490,disgust,A drunk walked out in front of a car at night. Both lower legs á were broken. His shoe was thrown about 50 yards after the á accident.
3609,shame,A mishap suffered on misinterpreting a girl's proposition.
438,guilt,Many years ago a friend wanted me to with her to southern Europe á and I preferred to travel alone.  I felt guilty because I wanted á to go on my own.
5078,anger,Some people were sitting outside and saying things which were not á really true.
728,fear,"I was hunting, and was lost in the fog in the mountains."
2900,joy,When I understood I was admitted to the Sofia University.
5025,shame,"When I told a girl that I could not take her out that night as I á was entertaining my mother who had come from home.  However, I á later met this girl with another girlfriend at a hostel where I á had taken out another girlfriend of mine."
3418,anger,NO RESPONSE.
7626,anger,"My friend half-teasingly called me a bad nickname.  I felt á insulted and kicked his hip in anger.  I was stable later and did á not feel angry at him.  In fact I was afraid that the other á friends who were with us would think that I was an intolerant á person.  However I could not apologize, so I pretended that á nothing had happened and smiled when I left.  My friend did not á say anything but just watched me leave."
